tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0202:LP-DIR-T4	SML0202:LP-DIR-T	SML0202	119.82342241226092	48.28419953503323	0	4	6.730e+02	27.19522016825751	This study	LT-T-Z:LP-DIR-T	g	11	u	2.730e+02	Anita		pmagpy-3.22.1	0.00032634264201909015
SML0202:LP-DIR-T5	SML0202:LP-DIR-T	SML0202	116.46355300244706	47.80857145605684	0	5	7.730e+02	15.035664268664686	This study	LT-T-Z:LP-DIR-T	g	12	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018042797122397623
SML0202:LP-DIR-T6	SML0202:LP-DIR-T	SML0202	119.94031574017929	46.035423660647616	0	6	8.730e+02	0.24619004853974094	This study	LT-T-Z:LP-DIR-T	g	13	u	2.730e+02	Anita		pmagpy-3.22.1	2.9542805824768913e-06
SML0203:LP-DIR-T0	SML0203:LP-DIR-T	SML0203	122.71450746939708	37.73871563426189	0	0	2.930e+02	10.505479522611045	This study	LT-NO:LP-DIR-T	g	14	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012606575427133256
SML0203:LP-DIR-T1	SML0203:LP-DIR-T	SML0203	122.88589277866681	38.08504756428719	0	1	3.730e+02	9.289424094097544	This study	LT-T-Z:LP-DIR-T	g	15	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011147308912917054
SML0203:LP-DIR-T2	SML0203:LP-DIR-T	SML0203	123.54977451665792	36.82046733643314	0	2	4.730e+02	7.074807417873648	This study	LT-T-Z:LP-DIR-T	g	16	u	2.730e+02	Anita		pmagpy-3.22.1	8.489768901448378e-05
SML0203:LP-DIR-T3	SML0203:LP-DIR-T	SML0203	124.37065492527108	36.41994488429478	0	3	5.730e+02	6.383705820289654	This study	LT-T-Z:LP-DIR-T	g	17	u	2.730e+02	Anita		pmagpy-3.22.1	7.660446984347585e-05
SML0203:LP-DIR-T4	SML0203:LP-DIR-T	SML0203	123.952203250299	36.32488682924736	0	4	6.730e+02	5.267039016373431	This study	LT-T-Z:LP-DIR-T	g	18	u	2.730e+02	Anita		pmagpy-3.22.1	6.320446819648118e-05
SML0203:LP-DIR-T5	SML0203:LP-DIR-T	SML0203	120.66700375746215	30.327158670962703	0	5	7.730e+02	2.0715462823697663	This study	LT-T-Z:LP-DIR-T	g	19	u	2.730e+02	Anita		pmagpy-3.22.1	2.4858555388437197e-05
SML0203:LP-DIR-T6	SML0203:LP-DIR-T	SML0203	128.36748538486154	15.663776729738029	0	6	8.730e+02	0.038149311920400344	This study	LT-T-Z:LP-DIR-T	g	20	u	2.730e+02	Anita		pmagpy-3.22.1	4.577917430448041e-07
SML0204:LP-DIR-T0	SML0204:LP-DIR-T	SML0204	117.9495195843227	39.62243018956267	0	0	2.930e+02	18.503256470146006	This study	LT-NO:LP-DIR-T	g	21	u	2.730e+02	Anita		pmagpy-3.22.1	0.00022203907764175207
SML0204:LP-DIR-T1	SML0204:LP-DIR-T	SML0204	121.28311150947026	40.49312813034491	0	1	3.730e+02	17.802230197365724	This study	LT-T-Z:LP-DIR-T	g	22	u	2.730e+02	Anita		pmagpy-3.22.1	0.00021362676236838868
SML0204:LP-DIR-T2	SML0204:LP-DIR-T	SML0204	120.57922687248902	40.128387895122366	0	2	4.730e+02	16.71056252793424	This study	LT-T-Z:LP-DIR-T	g	23	u	2.730e+02	Anita		pmagpy-3.22.1	0.00020052675033521087
SML0204:LP-DIR-T3	SML0204:LP-DIR-T	SML0204	119.07677223985488	39.61664089333222	0	3	5.730e+02	16.294262794002066	This study	LT-T-Z:LP-DIR-T	g	24	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001955311535280248
SML0204:LP-DIR-T4	SML0204:LP-DIR-T	SML0204	119.1432800267468	40.513309223911406	0	4	6.730e+02	13.207626584666906	This study	LT-T-Z:LP-DIR-T	g	25	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001584915190160029
SML0204:LP-DIR-T5	SML0204:LP-DIR-T	SML0204	117.39024197003285	41.08165923178886	0	5	7.730e+02	5.7674691156520295	This study	LT-T-Z:LP-DIR-T	g	26	u	2.730e+02	Anita		pmagpy-3.22.1	6.920962938782435e-05
SML0204:LP-DIR-T6	SML0204:LP-DIR-T	SML0204	114.32650756000331	48.85625427268872	0	6	8.730e+02	0.11659078008144555	This study	LT-T-Z:LP-DIR-T	g	27	u	2.730e+02	Anita		pmagpy-3.22.1	1.3990893609773467e-06
SML0205:LP-DIR-T0	SML0205:LP-DIR-T	SML0205	106.76084238539134	45.314758657340604	0	0	2.930e+02	16.470209470434796	This study	LT-NO:LP-DIR-T	g	28	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019764251364521755
SML0205:LP-DIR-T1	SML0205:LP-DIR-T	SML0205	108.78664840934273	45.141660265914204	0	1	3.730e+02	16.068213964221414	This study	LT-T-Z:LP-DIR-T	g	29	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019281856757065696
SML0205:LP-DIR-T2	SML0205:LP-DIR-T	SML0205	109.30037816020254	45.51974745695238	0	2	4.730e+02	14.940602397493885	This study	LT-T-Z:LP-DIR-T	g	30	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017928722876992662
SML0205:LP-DIR-T3	SML0205:LP-DIR-T	SML0205	105.42026460993664	45.08125375969429	0	3	5.730e+02	14.22097746288911	This study	LT-T-Z:LP-DIR-T	g	31	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017065172955466932
SML0205:LP-DIR-T4	SML0205:LP-DIR-T	SML0205	106.02439727038602	45.816107557417936	0	4	6.730e+02	11.434841494310273	This study	LT-T-Z:LP-DIR-T	g	32	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001372180979317233
SML0205:LP-DIR-T5	SML0205:LP-DIR-T	SML0205	106.7746664539392	45.54737478188957	0	5	7.730e+02	6.233979467402824	This study	LT-T-Z:LP-DIR-T	g	33	u	2.730e+02	Anita		pmagpy-3.22.1	7.480775360883388e-05
SML0205:LP-DIR-T6	SML0205:LP-DIR-T	SML0205	113.38797328026443	51.53253302619458	0	6	8.730e+02	0.08301813054989855	This study	LT-T-Z:LP-DIR-T	g	34	u	2.730e+02	Anita		pmagpy-3.22.1	9.962175665987827e-07
SML0206:LP-DIR-T0	SML0206:LP-DIR-T	SML0206	199.59228189105153	49.528740586130375	0	0	2.930e+02	4.824303058473835	This study	LT-NO:LP-DIR-T	g	35	u	2.730e+02	Anita		pmagpy-3.22.1	5.789163670168602e-05
SML0206:LP-DIR-T1	SML0206:LP-DIR-T	SML0206	200.4288345504743	49.718207906109946	0	1	3.730e+02	4.076689833676337	This study	LT-T-Z:LP-DIR-T	g	36	u	2.730e+02	Anita		pmagpy-3.22.1	4.8920278004116044e-05
SML0206:LP-DIR-T2	SML0206:LP-DIR-T	SML0206	201.01581629737376	49.62610282280797	0	2	4.730e+02	2.927148783372653	This study	LT-T-Z:LP-DIR-T	g	37	u	2.730e+02	Anita		pmagpy-3.22.1	3.512578540047183e-05
SML0206:LP-DIR-T3	SML0206:LP-DIR-T	SML0206	199.29004621918872	49.463386296194784	0	3	5.730e+02	2.934246070117501	This study	LT-T-Z:LP-DIR-T	g	38	u	2.730e+02	Anita		pmagpy-3.22.1	3.521095284141001e-05
SML0206:LP-DIR-T4	SML0206:LP-DIR-T	SML0206	197.67889004717134	48.446820322509566	0	4	6.730e+02	1.9509838543668168	This study	LT-T-Z:LP-DIR-T	g	39	u	2.730e+02	Anita		pmagpy-3.22.1	2.3411806252401803e-05
SML0206:LP-DIR-T5	SML0206:LP-DIR-T	SML0206	208.64639680081754	48.33725026521325	0	5	7.730e+02	0.5742429799309696	This study	LT-T-Z:LP-DIR-T	g	40	u	2.730e+02	Anita		pmagpy-3.22.1	6.890915759171636e-06
SML0206:LP-DIR-T6	SML0206:LP-DIR-T	SML0206	206.1076095633112	7.5758440710280155	0	6	8.730e+02	0.011301707835544149	This study	LT-T-Z:LP-DIR-T	g	41	u	2.730e+02	Anita		pmagpy-3.22.1	1.356204940265298e-07
SML0207:LP-DIR-T0	SML0207:LP-DIR-T	SML0207	198.485340876343	47.90550759348222	0	0	2.930e+02	5.363590215517961	This study	LT-NO:LP-DIR-T	g	42	u	2.730e+02	Anita		pmagpy-3.22.1	6.436308258621553e-05
SML0207:LP-DIR-T1	SML0207:LP-DIR-T	SML0207	200.06157234454278	49.01342627396244	0	1	3.730e+02	4.755828003618297	This study	LT-T-Z:LP-DIR-T	g	43	u	2.730e+02	Anita		pmagpy-3.22.1	5.7069936043419565e-05
SML0207:LP-DIR-T2	SML0207:LP-DIR-T	SML0207	201.84397692243755	46.23936600688841	0	2	4.730e+02	3.613779185285122	This study	LT-T-Z:LP-DIR-T	g	44	u	2.730e+02	Anita		pmagpy-3.22.1	4.336535022342147e-05
SML0207:LP-DIR-T3	SML0207:LP-DIR-T	SML0207	200.96982555246254	47.14281854794876	0	3	5.730e+02	3.574101285638111	This study	LT-T-Z:LP-DIR-T	g	45	u	2.730e+02	Anita		pmagpy-3.22.1	4.288921542765734e-05
SML0207:LP-DIR-T4	SML0207:LP-DIR-T	SML0207	197.84759421247833	47.13418456290655	0	4	6.730e+02	2.494034682998615	This study	LT-T-Z:LP-DIR-T	g	46	u	2.730e+02	Anita		pmagpy-3.22.1	2.9928416195983383e-05
SML0207:LP-DIR-T5	SML0207:LP-DIR-T	SML0207	201.8537503178758	47.81941355688836	0	5	7.730e+02	0.9081927108273883	This study	LT-T-Z:LP-DIR-T	g	47	u	2.730e+02	Anita		pmagpy-3.22.1	1.089831252992866e-05
SML0207:LP-DIR-T6	SML0207:LP-DIR-T	SML0207	328.82068474261746	21.547566278791997	0	6	8.730e+02	0.0245048974696896	This study	LT-T-Z:LP-DIR-T	g	48	u	2.730e+02	Anita		pmagpy-3.22.1	2.940587696362752e-07
SML0208:LP-DIR-T0	SML0208:LP-DIR-T	SML0208	151.47089077452762	54.48824637399683	0	0	2.930e+02	12.5799085847235	This study	LT-NO:LP-DIR-T	g	49	u	2.730e+02	Anita		pmagpy-3.22.1	0.000150958903016682
SML0208:LP-DIR-T1	SML0208:LP-DIR-T	SML0208	149.9194896688699	56.718981944196415	0	1	3.730e+02	11.961876943021943	This study	LT-T-Z:LP-DIR-T	g	50	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014354252331626332
SML0208:LP-DIR-T2	SML0208:LP-DIR-T	SML0208	151.65430637692333	55.05346201625056	0	2	5.730e+02	10.552810052303606	This study	LT-T-Z:LP-DIR-T	g	51	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012663372062764327
SML0208:LP-DIR-T3	SML0208:LP-DIR-T	SML0208	151.4952874580311	55.68881371498224	0	3	6.730e+02	8.438376621128024	This study	LT-T-Z:LP-DIR-T	g	52	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010126051945353629
SML0208:LP-DIR-T4	SML0208:LP-DIR-T	SML0208	150.40510731204523	56.87005514031968	0	4	7.730e+02	4.334674151536653	This study	LT-T-Z:LP-DIR-T	g	53	u	2.730e+02	Anita		pmagpy-3.22.1	5.201608981843984e-05
SML0208:LP-DIR-T5	SML0208:LP-DIR-T	SML0208	145.76814456110785	61.92933724687095	0	5	8.730e+02	0.24932909978580522	This study	LT-T-Z:LP-DIR-T	g	54	u	2.730e+02	Anita		pmagpy-3.22.1	2.9919491974296627e-06
SML0209:LP-DIR-T0	SML0209:LP-DIR-T	SML0209	130.85537625889572	56.95562358350966	0	0	2.930e+02	8.971086890672725	This study	LT-NO:LP-DIR-T	g	55	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001076530426880727
SML0209:LP-DIR-T1	SML0209:LP-DIR-T	SML0209	131.49200502426615	58.8988069999984	0	1	3.730e+02	7.159071168803954	This study	LT-T-Z:LP-DIR-T	g	56	u	2.730e+02	Anita		pmagpy-3.22.1	8.590885402564745e-05
SML0209:LP-DIR-T2	SML0209:LP-DIR-T	SML0209	132.60820049906306	58.49760460842968	0	2	4.730e+02	5.512431405468916	This study	LT-T-Z:LP-DIR-T	g	57	u	2.730e+02	Anita		pmagpy-3.22.1	6.6149176865627e-05
SML0209:LP-DIR-T3	SML0209:LP-DIR-T	SML0209	130.28239749543832	58.49892210550843	0	3	5.730e+02	5.5944526095052405	This study	LT-T-Z:LP-DIR-T	g	58	u	2.730e+02	Anita		pmagpy-3.22.1	6.713343131406288e-05
SML0209:LP-DIR-T4	SML0209:LP-DIR-T	SML0209	134.30972280213493	57.9276046634071	0	4	6.730e+02	3.316112181455869	This study	LT-T-Z:LP-DIR-T	g	59	u	2.730e+02	Anita		pmagpy-3.22.1	3.979334617747043e-05
SML0209:LP-DIR-T5	SML0209:LP-DIR-T	SML0209	129.8545418320612	62.327545612751734	0	5	7.730e+02	0.9676869328455355	This study	LT-T-Z:LP-DIR-T	g	60	u	2.730e+02	Anita		pmagpy-3.22.1	1.1612243194146426e-05
SML0209:LP-DIR-T6	SML0209:LP-DIR-T	SML0209	299.6525771040016	-3.31129154027164	0	6	8.730e+02	0.08483265880543885	This study	LT-T-Z:LP-DIR-T	g	61	u	2.730e+02	Anita		pmagpy-3.22.1	1.0179919056652662e-06
SML0210:LP-DIR-T0	SML0210:LP-DIR-T	SML0210	215.9124515795572	31.825807691861513	0	0	2.930e+02	6.902586471751006	This study	LT-NO:LP-DIR-T	g	62	u	2.730e+02	Anita		pmagpy-3.22.1	8.283103766101207e-05
SML0210:LP-DIR-T1	SML0210:LP-DIR-T	SML0210	216.50317514930288	32.467868955248	0	1	3.730e+02	6.296260795106886	This study	LT-T-Z:LP-DIR-T	g	63	u	2.730e+02	Anita		pmagpy-3.22.1	7.555512954128264e-05
SML0210:LP-DIR-T2	SML0210:LP-DIR-T	SML0210	217.23005495251635	33.634100227284215	0	2	4.730e+02	4.585771472718631	This study	LT-T-Z:LP-DIR-T	g	64	u	2.730e+02	Anita		pmagpy-3.22.1	5.502925767262357e-05
SML0210:LP-DIR-T3	SML0210:LP-DIR-T	SML0210	215.53767779197437	34.07245093258478	0	3	5.730e+02	4.569463863518345	This study	LT-T-Z:LP-DIR-T	g	65	u	2.730e+02	Anita		pmagpy-3.22.1	5.483356636222014e-05
SML0210:LP-DIR-T4	SML0210:LP-DIR-T	SML0210	217.8997667521439	32.15056838894102	0	4	6.730e+02	2.155423392282825	This study	LT-T-Z:LP-DIR-T	g	66	u	2.730e+02	Anita		pmagpy-3.22.1	2.5865080707393904e-05
SML0210:LP-DIR-T5	SML0210:LP-DIR-T	SML0210	223.46646354420068	30.34980964795804	0	5	7.730e+02	0.520505523505755	This study	LT-T-Z:LP-DIR-T	g	67	u	2.730e+02	Anita		pmagpy-3.22.1	6.24606628206906e-06
SML0210:LP-DIR-T6	SML0210:LP-DIR-T	SML0210	306.23194683956206	0.6107682072564409	0	6	8.730e+02	0.08443003020252925	This study	LT-T-Z:LP-DIR-T	g	68	u	2.730e+02	Anita		pmagpy-3.22.1	1.013160362430351e-06
SML0211:LP-DIR-T0	SML0211:LP-DIR-T	SML0211	211.03436127700434	43.91550437006047	0	0	2.930e+02	7.727832813926554	This study	LT-NO:LP-DIR-T	g	69	u	2.730e+02	Anita		pmagpy-3.22.1	9.273399376711865e-05
SML0211:LP-DIR-T1	SML0211:LP-DIR-T	SML0211	211.28384135585517	44.78631020732058	0	1	3.730e+02	7.3531013864899215	This study	LT-T-Z:LP-DIR-T	g	70	u	2.730e+02	Anita		pmagpy-3.22.1	8.823721663787907e-05
SML0211:LP-DIR-T2	SML0211:LP-DIR-T	SML0211	211.5634489106941	44.17980888827644	0	2	4.730e+02	5.940488195426366	This study	LT-T-Z:LP-DIR-T	g	71	u	2.730e+02	Anita		pmagpy-3.22.1	7.12858583451164e-05
SML0211:LP-DIR-T3	SML0211:LP-DIR-T	SML0211	211.56181184164936	45.016629803722324	0	3	5.730e+02	5.810731451375119	This study	LT-T-Z:LP-DIR-T	g	72	u	2.730e+02	Anita		pmagpy-3.22.1	6.972877741650143e-05
SML0211:LP-DIR-T4	SML0211:LP-DIR-T	SML0211	211.3515989618049	43.44928438816173	0	4	6.730e+02	3.8388149213005827	This study	LT-T-Z:LP-DIR-T	g	73	u	2.730e+02	Anita		pmagpy-3.22.1	4.606577905560699e-05
SML0211:LP-DIR-T5	SML0211:LP-DIR-T	SML0211	212.3178011100783	44.019557256026914	0	5	7.730e+02	1.513878462757166	This study	LT-T-Z:LP-DIR-T	g	74	u	2.730e+02	Anita		pmagpy-3.22.1	1.816654155308599e-05
SML0211:LP-DIR-T6	SML0211:LP-DIR-T	SML0211	318.91413721861244	8.96731313348105	0	6	8.730e+02	0.054532284015984506	This study	LT-T-Z:LP-DIR-T	g	75	u	2.730e+02	Anita		pmagpy-3.22.1	6.543874081918141e-07
SML0212:LP-DIR-T0	SML0212:LP-DIR-T	SML0212	218.7868809919258	31.999097593773012	0	0	2.930e+02	7.47302482265381	This study	LT-NO:LP-DIR-T	g	76	u	2.730e+02	Anita		pmagpy-3.22.1	8.967629787184572e-05
SML0212:LP-DIR-T1	SML0212:LP-DIR-T	SML0212	219.2051690704442	33.83822640874006	0	1	3.730e+02	6.913891812864879	This study	LT-T-Z:LP-DIR-T	g	77	u	2.730e+02	Anita		pmagpy-3.22.1	8.296670175437854e-05
SML0212:LP-DIR-T2	SML0212:LP-DIR-T	SML0212	218.09967183072268	33.315820011443186	0	2	4.730e+02	5.352718935270186	This study	LT-T-Z:LP-DIR-T	g	78	u	2.730e+02	Anita		pmagpy-3.22.1	6.423262722324223e-05
SML0212:LP-DIR-T3	SML0212:LP-DIR-T	SML0212	219.22356048587565	34.35973014950736	0	3	5.730e+02	5.191473779188334	This study	LT-T-Z:LP-DIR-T	g	79	u	2.730e+02	Anita		pmagpy-3.22.1	6.229768535026e-05
SML0212:LP-DIR-T4	SML0212:LP-DIR-T	SML0212	217.78750924652283	33.06536299135322	0	4	6.730e+02	3.4274480302405754	This study	LT-T-Z:LP-DIR-T	g	80	u	2.730e+02	Anita		pmagpy-3.22.1	4.1129376362886906e-05
SML0212:LP-DIR-T5	SML0212:LP-DIR-T	SML0212	220.03390056705564	32.87673617638734	0	5	7.730e+02	1.1476815760479908	This study	LT-T-Z:LP-DIR-T	g	81	u	2.730e+02	Anita		pmagpy-3.22.1	1.377217891257589e-05
SML0212:LP-DIR-T6	SML0212:LP-DIR-T	SML0212	304.5975458241033	-8.879436595175008	0	6	8.730e+02	0.09393880987110706	This study	LT-T-Z:LP-DIR-T	g	82	u	2.730e+02	Anita		pmagpy-3.22.1	1.1272657184532847e-06
SML0213:LP-DIR-T0	SML0213:LP-DIR-T	SML0213	224.019483366959	26.9402510426876	0	0	2.930e+02	6.489191012753438	This study	LT-NO:LP-DIR-T	g	83	u	2.730e+02	Anita		pmagpy-3.22.1	7.787029215304126e-05
SML0213:LP-DIR-T1	SML0213:LP-DIR-T	SML0213	224.169684513742	30.0085662178556	0	1	3.730e+02	6.1983949535343426	This study	LT-T-Z:LP-DIR-T	g	84	u	2.730e+02	Anita		pmagpy-3.22.1	7.438073944241212e-05
SML0213:LP-DIR-T2	SML0213:LP-DIR-T	SML0213	222.62304918559653	29.243009333026983	0	2	4.730e+02	4.298744002612856	This study	LT-T-Z:LP-DIR-T	g	85	u	2.730e+02	Anita		pmagpy-3.22.1	5.158492803135427e-05
SML0213:LP-DIR-T3	SML0213:LP-DIR-T	SML0213	224.28975812293936	31.894955321504373	0	3	5.730e+02	4.031314921957847	This study	LT-T-Z:LP-DIR-T	g	86	u	2.730e+02	Anita		pmagpy-3.22.1	4.837577906349417e-05
SML0213:LP-DIR-T4	SML0213:LP-DIR-T	SML0213	223.27845586676074	29.961082211421427	0	4	6.730e+02	2.200589466483924	This study	LT-T-Z:LP-DIR-T	g	87	u	2.730e+02	Anita		pmagpy-3.22.1	2.640707359780709e-05
SML0213:LP-DIR-T5	SML0213:LP-DIR-T	SML0213	235.00797980144137	28.308903476619964	0	5	7.730e+02	0.5545890370355332	This study	LT-T-Z:LP-DIR-T	g	88	u	2.730e+02	Anita		pmagpy-3.22.1	6.655068444426398e-06
SML0213:LP-DIR-T6	SML0213:LP-DIR-T	SML0213	330.1540680503126	-3.2552767603709785	0	6	8.730e+02	0.11270634409828047	This study	LT-T-Z:LP-DIR-T	g	89	u	2.730e+02	Anita		pmagpy-3.22.1	1.3524761291793657e-06
SML0214:LP-DIR-T0	SML0214:LP-DIR-T	SML0214	223.25105395544577	19.873988771548323	0	0	2.930e+02	7.883451020967912	This study	LT-NO:LP-DIR-T	g	90	u	2.730e+02	Anita		pmagpy-3.22.1	9.460141225161495e-05
SML0214:LP-DIR-T1	SML0214:LP-DIR-T	SML0214	221.7191192273906	28.50970911425543	0	1	3.730e+02	6.327155759106931	This study	LT-T-Z:LP-DIR-T	g	91	u	2.730e+02	Anita		pmagpy-3.22.1	7.592586910928317e-05
SML0214:LP-DIR-T2	SML0214:LP-DIR-T	SML0214	221.8018274051953	30.902220980023912	0	2	4.730e+02	4.283701670284708	This study	LT-T-Z:LP-DIR-T	g	92	u	2.730e+02	Anita		pmagpy-3.22.1	5.14044200434165e-05
SML0214:LP-DIR-T3	SML0214:LP-DIR-T	SML0214	225.0	31.960771160048367	0	3	5.730e+02	3.967215648285331	This study	LT-T-Z:LP-DIR-T	g	93	u	2.730e+02	Anita		pmagpy-3.22.1	4.7606587779423974e-05
SML0214:LP-DIR-T4	SML0214:LP-DIR-T	SML0214	221.19779059370293	29.518601017284322	0	4	6.730e+02	2.610075286270494	This study	LT-T-Z:LP-DIR-T	g	94	u	2.730e+02	Anita		pmagpy-3.22.1	3.132090343524593e-05
SML0214:LP-DIR-T5	SML0214:LP-DIR-T	SML0214	235.72966456820313	32.2257963388667	0	5	7.730e+02	0.6150877986108975	This study	LT-T-Z:LP-DIR-T	g	95	u	2.730e+02	Anita		pmagpy-3.22.1	7.38105358333077e-06
SML0214:LP-DIR-T6	SML0214:LP-DIR-T	SML0214	314.8365783681115	-6.215547466891964	0	6	8.730e+02	0.12468929384674532	This study	LT-T-Z:LP-DIR-T	g	96	u	2.730e+02	Anita		pmagpy-3.22.1	1.496271526160944e-06
SML0215:LP-DIR-T0	SML0215:LP-DIR-T	SML0215	198.80579011375008	32.91422063998558	0	0	2.930e+02	9.31203522330108	This study	LT-NO:LP-DIR-T	g	97	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011174442267961297
SML0215:LP-DIR-T1	SML0215:LP-DIR-T	SML0215	200.3948760820484	34.35746477169801	0	1	3.730e+02	9.072315029803583	This study	LT-T-Z:LP-DIR-T	g	98	u	2.730e+02	Anita		pmagpy-3.22.1	0.000108867780357643
SML0215:LP-DIR-T2	SML0215:LP-DIR-T	SML0215	199.99766337613784	34.07950124920998	0	2	4.730e+02	8.12003078811897	This study	LT-T-Z:LP-DIR-T	g	99	u	2.730e+02	Anita		pmagpy-3.22.1	9.744036945742765e-05
SML0215:LP-DIR-T3	SML0215:LP-DIR-T	SML0215	199.059320250787	34.190182495809864	0	3	5.730e+02	7.3673129429935305	This study	LT-T-Z:LP-DIR-T	g	100	u	2.730e+02	Anita		pmagpy-3.22.1	8.840775531592237e-05
SML0215:LP-DIR-T4	SML0215:LP-DIR-T	SML0215	200.44179655841657	33.34686880970885	0	4	6.730e+02	5.621183149480188	This study	LT-T-Z:LP-DIR-T	g	101	u	2.730e+02	Anita		pmagpy-3.22.1	6.745419779376225e-05
SML0215:LP-DIR-T5	SML0215:LP-DIR-T	SML0215	202.4506463243596	33.48935207248165	0	5	7.730e+02	1.7488790695757097	This study	LT-T-Z:LP-DIR-T	g	102	u	2.730e+02	Anita		pmagpy-3.22.1	2.098654883490852e-05
SML0215:LP-DIR-T6	SML0215:LP-DIR-T	SML0215	222.76520114126112	31.95792335718449	0	6	8.730e+02	0.06839268966782927	This study	LT-T-Z:LP-DIR-T	g	103	u	2.730e+02	Anita		pmagpy-3.22.1	8.207122760139513e-07
