t,XYDATA
331.5,710
332,715.1314554
332.5,722.2622951
333,743.3925234
333.5,722.5221445
334,714.6511628
334.5,703.7795824
335,758.9074074
335.5,750.034642
336,714.1612903
336.5,739.2873563
337,732.412844
337.5,727.5377574
338,724.6621005
338.5,734.785877
339,763.9090909
339.5,756.031746
340,713.1538462
340.5,733.275395
341,701.3963964
341.5,700.5168539
342,718.6367713
342.5,759.7561521
343,721.875
343.5,754.9933185
344,750.1111111
344.5,753.2283814
345,763.3451327
345.5,754.4613687
346,760.5770925
346.5,700.6923077
347,753.8070175
347.5,716.9212254
348,727.0349345
348.5,771.1481481
349,705.2608696
349.5,740.373102
350,760.4848485
350.5,746.5961123
351,724.7068966
351.5,732.8172043
352,748.9270386
352.5,730.0364026
353,766.1452991
353.5,759.2537313
354,730.3617021
354.5,750.4692144
355,770.5762712
355.5,724.6828753
356,738.7890295
356.5,709.8947368
357,724
357.5,768.1048218
358,760.209205
358.5,707.3131524
359,771.4166667
359.5,715.5197505
360,767.6224066
360.5,720.7246377
361,751.8264463
361.5,717.9278351
362,730.0288066
362.5,765.1293634
363,738.2295082
363.5,714.3292434
364,755.4285714
364.5,774.5274949
365,706.6260163
365.5,759.7241379
366,740.8218623
366.5,723.9191919
367,713.016129
367.5,771.1126761
368,757.2088353
368.5,710.3046092
369,720.4
369.5,749.49501
370,724.5896414
370.5,730.6838966
371,741.7777778
371.5,747.8712871
372,735.9644269
372.5,707.0571992
373,748.1496063
373.5,766.2416503
374,732.3333333
374.5,720.4246575
375,717.515625
375.5,715.6062378
376,709.6964981
376.5,739.7864078
377,749.875969
377.5,771.9651838
378,767.0540541
378.5,721.1425819
379,722.2307692
379.5,763.318618
380,758.4061303
380.5,722.4933078
381,714.5801527
381.5,710.6666667
382,714.7528517
382.5,728.8387097
383,763.9242424
383.5,772.0094518
384,711.0943396
384.5,733.1789077
385,722.2631579
385.5,713.3470919
386,735.4307116
386.5,743.5140187
387,752.5970149
387.5,731.679702
388,745.7620818
388.5,755.8441558
389,773.9259259
389.5,737.0073937
390,732.0885609
390.5,752.1694291
391,722.25
391.5,739.3302752
392,764.4102564
392.5,777.4899452
393,777.5693431
393.5,709.6484517
394,762.7272727
394.5,718.8058076
395,717.884058
395.5,748.9620253
396,724.0397112
396.5,777.1171171
397,732.1942446
397.5,725.2710952
398,729.3476703
398.5,750.4239714
399,750.5
399.5,759.5757576
400,728.6512456
400.5,745.7264654
401,780.8014184
401.5,777.8761062
402,712.95053
402.5,776.0246914
403,740.0985915
403.5,719.172232
404,747.245614
404.5,724.3187391
405,778.3916084
405.5,770.4642234
406,775.5365854
406.5,718.6086957
407,757.6805556
407.5,776.7521664
408,770.8235294
408.5,753.8946459
409,719.9655172
409.5,777.0361446
410,729.1065292
410.5,723.1766724
411,763.2465753
411.5,721.3162393
412,722.3856655
412.5,779.4548552
413,714.5238095
413.5,780.5925297
414,771.6610169
414.5,779.7292724
415,779.7972973
415.5,765.8650927
416,723.9326599
416.5,764
417,734.0671141
417.5,746.1340034
418,774.2006689
418.5,730.2671119
419,716.3333333
419.5,774.3993344
420,748.4651163
420.5,713.5306799
421,738.5960265
421.5,728.661157
422,770.7260726
422.5,715.7907743
423,729.8552632
423.5,776.9195402
424,779.9836066
424.5,760.0474632
425,754.1111111
425.5,744.1745514
426,767.237785
426.5,729.300813
427,729.3636364
427.5,750.4262561
428,739.4886731
428.5,769.5508885
429,735.6129032
429.5,721.6747182
430,749.7363344
430.5,778.7977528
431,728.8589744
431.5,739.92
432,725.9808307
432.5,729.0414673
433,777.1019108
433.5,755.1621622
434,745.2222222
434.5,752.2820919
435,739.3417722
435.5,721.4012638
436,770.4605678
436.5,782.519685
437,757.5786164
437.5,770.6373626
438,779.6959248
438.5,726.7543036
439,765.8125
439.5,780.8705148
440,755.9283489
440.5,761.9860031
441,733.0434783
441.5,782.1007752
442,762.1578947
442.5,733.2148377
443,721.2716049
443.5,777.3281972
444,784.3846154
444.5,737.4408602
445,753.4969325
445.5,773.5528331
446,779.6085627
446.5,779.6641221
447,721.7195122
447.5,749.7747336
448,786.8297872
448.5,724.8846737
449,725.9393939
449.5,764.9939486
450,728.0483384
450.5,758.1025641
451,746.1566265
451.5,784.2105263
452,787.2642643
452.5,774.3178411
453,757.3712575
453.5,751.4245142
454,754.4776119
454.5,739.5305514
455,785.5833333
455.5,751.6359584
456,747.6884273
456.5,722.7407407
457,738.7928994
457.5,787.844904
458,718.8967552
458.5,775.9484536
459,719
459.5,768.051395
460,785.1026393
460.5,732.1537335
461,762.2046784
461.5,782.2554745
462,742.3061224
462.5,759.356623
463,736.4069767
463.5,788.4571843
464,776.5072464
464.5,718.5571635
465,732.6069364
465.5,742.6565657
466,772.7060519
466.5,722.7553957
467,780.8045977
467.5,757.8536585
468,773.9025788
468.5,733.9513591
469,782
469.5,761.0485021
470,756.0968661
470.5,722.1450925
471,719.1931818
471.5,758.2411348
472,736.2889518
472.5,725.3366337
473,727.3841808
473.5,775.4315938
474,739.4788732
474.5,776.5260197
475,750.5730337
475.5,765.6199158
476,728.6666667
476.5,768.7132867
477,762.7597765
477.5,771.8061367
478,771.8523677
478.5,782.8984701
479,737.9444444
479.5,749.9902913
480,776.0360111
480.5,768.0816044
481,726.1270718
481.5,733.1724138
482,756.2176309
482.5,743.2627235
483,750.3076923
483.5,783.3525377
484,738.3972603
484.5,764.4418605
485,749.4863388
485.5,737.5306958
486,785.5749319
486.5,740.6190476
487,762.6630435
487.5,768.7069199
488,760.7506775
488.5,725.7943166
489,759.8378378
489.5,735.8812416
490,769.9245283
490.5,727.9676985
491,742.0107527
491.5,753.0536913
492,734.0965147
492.5,776.1392236
493,774.1818182
493.5,728.2242991
494,764.2666667
494.5,786.3089214
495,759.3510638
495.5,738.3930943
496,747.4350133
496.5,785.4768212
497,743.5185185
497.5,774.5601057
498,776.6015831
498.5,730.6429513
499,772.6842105
499.5,725.7253614
500,726.7664042
500.5,791.8073394
501,768.8481675
501.5,783.8888889
502,782.9295039
502.5,741.970013
503,723.0104167
503.5,785.0507152
504,783.0909091
504.5,735.1309987
505,770.1709845
505.5,735.2108668
506,759.250646
506.5,767.2903226
507,775.3298969
507.5,772.3693694
508,779.4087404
508.5,783.4480103
509,791.4871795
509.5,737.5262484
510,783.5652174
510.5,780.6040868
511,754.6428571
511.5,739.6815287
512,745.7201018
512.5,775.7585769
513,791.7969543
513.5,747.8352345
514,760.8734177
514.5,755.9115044
515,770.9494949
515.5,739.9873897
516,768.0251889
516.5,731.0628931
517,793.1005025
517.5,768.1380176
518,729.1754386
518.5,732.212766
519,755.25
519.5,736.2871411
520,762.3241895
520.5,752.3611457
521,767.39801
521.5,791.4347826
522,753.471464
522.5,725.5080545
523,757.5445545
523.5,760.5809642
524,729.617284
524.5,783.6535142
525,772.6896552
525.5,740.7257073
526,792.7616708
526.5,736.797546
527,759.8333333
527.5,763.869033
528,747.9046455
528.5,733.9401709
529,788.9756098
529.5,779.0109622
530,759.0462287
530.5,736.0814095
531,781.1165049
531.5,784.1515152
532,754.1864407
532.5,793.2212817
533,783.2560386
533.5,787.2907117
534,790.3253012
534.5,782.3598075
535,724.3942308
535.5,757.4285714
536,733.4628297
536.5,731.497006
537,784.5311005
537.5,787.5651135
538,786.5990453
538.5,736.6328963
539,782.6666667
539.5,773.7003567
540,793.7339667
540.5,774.767497
541,772.8009479
541.5,774.8343195
542,749.8676123
542.5,756.9008264
543,746.9339623
543.5,751.96702
544,780
544.5,788.0329025
545,794.0657277
545.5,782.098476
546,726.1311475
546.5,735.1637427
547,725.1962617
547.5,743.2287048
548,784.2610723
548.5,790.2933644
549,775.3255814
549.5,763.3577236
550,748.3897912
550.5,794.4217845
551,738.4537037
551.5,752.4855491
552,794.517321
552.5,770.5490196
553,747.5806452
553.5,779.6121979
554,766.6436782
554.5,773.6750861
555,779.706422
555.5,768.7376861
556,793.7688787
556.5,793.8
557,740.8310502
557.5,762.8620296
558,780.8929385
558.5,794.923777
559,750.9545455
559.5,758.985244
560,785.015873
560.5,734.0464326
561,732.0769231
561.5,781.1073446
562,758.1376975
562.5,764.167982
563,791.1981982
563.5,768.2283465
564,750.258427
564.5,781.28844
565,743.3183857
565.5,738.3482643
566,750.3780761
566.5,751.4078212
567,771.4375
567.5,772.4671126
568,774.4966592
568.5,789.5261402
569,787.5555556
569.5,737.5849057
570,734.6141907
570.5,789.6434109
571,771.6725664
571.5,736.7016575
572,751.7306843
572.5,790.7596472
573,727.7885463
573.5,784.8173817
574,790.8461538
574.5,775.8748628
575,769.9035088
575.5,747.932092
576,748.9606127
576.5,763.989071
577,742.0174672
577.5,765.0458015
578,746.0740741
578.5,776.1022851
579,778.1304348
579.5,751.1585233
580,797.186551
580.5,742.2145179
581,752.2424242
581.5,766.2702703
582,751.2980562
582.5,756.3257821
583,734.3534483
583.5,792.3810549
584,778.4086022
584.5,779.4360902
585,790.4635193
585.5,769.4908896
586,756.5182013
586.5,727.5454545
587,743.5726496
587.5,762.5997866
588,728.6268657
588.5,784.6538871
589,737.6808511
589.5,785.7077577
590,747.7346072
590.5,757.7613998
591,787.7881356
591.5,738.8148148
592,785.8414376
592.5,733.8680042
593,764.8945148
593.5,788.9209694
594,764.9473684
594.5,761.9737119
595,748
595.5,747.0262329
596,757.0524109
596.5,765.078534
597,745.1046025
597.5,731.1306165
598,755.1565762
598.5,732.1824818
599,734.2083333
599.5,767.2341311
600,739.2598753
600.5,754.2855659
601,774.3112033
601.5,747.3367876
602,731.3623188
602.5,762.3877973
603,763.4132231
603.5,741.4385965
604,792.4639175
604.5,787.4891864
605,731.5144033
605.5,764.5395683
606,789.5646817
606.5,749.5897436
607,750.6147541
607.5,749.6397134
608,762.6646217
608.5,733.6894791
609,796.7142857
609.5,777.7390418
610,738.7637475
610.5,747.7884028
611,730.8130081
611.5,771.8375635
612,781.862069
612.5,763.8865248
613,749.9109312
613.5,735.9352882
614,778.959596
614.5,742.9838547
615,782.0080645
615.5,742.0322256
616,785.056338
616.5,759.080402
617,760.1044177
617.5,762.1283852
618,734.1523046
618.5,778.1761762
619,748.2
619.5,768.2237762
620,775.247505
620.5,785.2711864
621,756.2948207
621.5,796.318408
622,781.3419483
622.5,754.3654419
623,746.3888889
623.5,746.4122894
624,744.4356436
624.5,754.4589515
625,753.4822134
625.5,746.5054294
626,791.5285996
626.5,746.5517241
627,750.5748031
627.5,769.5978368
628,744.6208251
628.5,799.6437684
629,739.6666667
629.5,791.6895201
630,732.7123288
630.5,771.7350929
631,742.7578125
631.5,756.7804878
632,794.8031189
632.5,770.8257059
633,797.848249
633.5,743.8707483
634,784.8932039
634.5,796.9156159
635,736.9379845
635.5,775.9603098
636,771.9825919
636.5,768.0048309
637,751.027027
637.5,790.0491803
638,797.0712909
638.5,776.093359
639,761.1153846
639.5,777.1373679
640,783.159309
640.5,778.1812081
641,760.2030651
641.5,800.2248804
642,739.2466539
642.5,760.2683859
643,758.2900763
643.5,754.3117255
644,749.3333333
644.5,762.3549001
645,765.3764259
645.5,765.3979107
646,787.4193548
646.5,731.4407583
647,794.4621212
647.5,765.4834437
648,769.5047259
648.5,773.5259679
649,789.5471698
649.5,775.5683318
650,753.5894539
650.5,779.6105362
651,758.6315789
651.5,795.6525822
652,743.673546
652.5,763.6944705
653,749.7153558
653.5,788.7362021
654,795.7570093
654.5,740.7777778
655,774.7985075
655.5,748.8191985
656,781.839851
656.5,780.8604651
657,746.8810409
657.5,732.9015785
658,756.9220779
658.5,767.9425394
659,760.962963
659.5,795.9833488
660,757.0036969
660.5,765.0240074
661,797.0442804
661.5,741.0645161
662,772.0847145
662.5,741.1048758
663,800.125
663.5,769.1450872
664,800.1651376
664.5,736.1851512
665,738.2051282
665.5,768.2250686
666,777.2449726
666.5,752.2648402
667,776.2846715
667.5,754.3044667
668,789.3242259
668.5,793.343949
669,773.3636364
669.5,753.3832879
670,779.4029038
670.5,777.4224841
671,736.442029
671.5,765.4615385
672,760.4810127
672.5,800.5004517
673,771.5198556
673.5,785.5392245
674,795.5585586
674.5,737.5778578
675,750.5971223
675.5,780.6163522
676,801.6355476
676.5,755.6547085
677,758.6738351
677.5,788.6929275
678,757.7119857
678.5,754.7310098
679,743.75
679.5,769.7689563
680,769.7878788
680.5,732.8067676
681,801.8256228
681.5,771.8444444
682,781.8632327
682.5,794.8819876
683,780.9007092
683.5,784.9193977
684,744.9380531
684.5,793.9566755
685,740.975265
685.5,759.9938217
686,795.0123457
686.5,761.030837
687,766.0492958
687.5,747.0677221
688,788.086116
688.5,798.1044776
689,770.122807
689.5,776.1411043
690,754.1593695
690.5,767.1776028
691,795.1958042
691.5,751.2139738
692,750.2321117
692.5,741.250218
693,778.2682927
693.5,732.2863359
694,748.3043478
694.5,754.3223284
695,766.3402778
695.5,739.358196
696,782.3760832
696.5,783.3939394
697,759.4117647
697.5,783.4295592
698,738.447323
698.5,771.4650561
699,786.4827586
699.5,763.5004307
700,758.5180723
700.5,732.5356836
701,795.5532646
701.5,784.5708155
702,773.5883362
702.5,753.6058269
703,732.6232877
703.5,786.6407186
704,782.6581197
704.5,756.675491
705,746.6928328
705.5,783.7101449
706,751.7274276
706.5,771.7446809
707,732.7619048
707.5,766.7790994
708,745.7962649
708.5,763.8134012
709,802.8305085
709.5,800.8475868
710,771.8646362
710.5,796.8816568
711,790.8986486
711.5,786.9156118
712,793.9325464
712.5,792.9494524
713,778.96633
713.5,770.9831791
714,753
714.5,739.0167926
715,745.033557
715.5,779.0502934
716,783.0670017
716.5,769.083682
717,795.1003344
717.5,768.1169591
718,758.1335559
718.5,753.1501251
719,758.1666667
719.5,763.1831807
720,777.1996672
720.5,734.2161264
721,795.2325581
721.5,795.2489627
722,777.26534
722.5,736.2816901
723,758.2980132
723.5,744.3143093
724,763.3305785
724.5,737.3468208
725,773.3630363
725.5,794.3792251
726,767.3953871
726.5,753.4115226
727,744.4276316
727.5,787.4437141
728,734.4597701
728.5,789.4757998
729,752.4918033
729.5,772.5077805
730,779.5237316
730.5,739.5396566
731,802.5555556
731.5,792.5714286
732,791.5872757
732.5,741.603097
733,791.6188925
733.5,797.6346623
734,745.6504065
734.5,782.6661251
735,770.6818182
735.5,751.6974858
736,782.713128
736.5,760.7287449
737,777.7443366
737.5,788.759903
738,740.7754443
738.5,779.7909605
739,761.8064516
739.5,747.8219178
740,769.8373591
740.5,803.8527755
741,733.8681672
741.5,786.8835341
742,734.8988764
742.5,742.9141941
743,785.9294872
743.5,774.9447558
744,733.96
744.5,738.9752198
745,795.9904153
745.5,771.0055866
746,754.0207337
746.5,797.0358566
747,757.0509554
747.5,765.0660302
748,738.0810811
748.5,797.096108
749,751.1111111
749.5,757.1260904
750,792.141046
750.5,772.1559778
751,801.1708861
751.5,775.1857708
752,745.2006319
752.5,789.2154696
753,748.2302839
753.5,788.2450749
754,784.2598425
754.5,803.2745869
755,777.2893082
755.5,753.3040063
756,791.3186813
756.5,740.3333333
757,776.3479624
757.5,765.3625685
758,795.3771518
758.5,796.3917123
759,761.40625
759.5,744.420765
760,739.4352574
760.5,741.4497272
761,751.4641745
761.5,764.4785992
762,802.4930016
762.5,753.5073815
763,773.5217391
763.5,776.5360745
764,743.5503876
764.5,738.5646785
765,756.5789474
765.5,748.5931941
766,748.6074189
766.5,740.6216216
767,748.6358025
767.5,739.6499614
768,767.6640986
768.5,775.678214
769,734.6923077
769.5,791.7063797
770,794.7204301
770.5,747.7344589
771,803.7484663
771.5,802.7624521
772,740.7764165
772.5,762.7903596
773,768.8042813
773.5,742.8181818
774,735.8320611
774.5,777.8459191
775,763.8597561
775.5,773.873572
776,759.8873668
776.5,795.9011407
777,774.9148936
777.5,734.9286257
778,781.9423369
778.5,752.9560273
779,763.969697
779.5,741.983346
780,797.9969743
780.5,763.010582
781,783.0241692
781.5,783.0377358
782,742.0512821
782.5,797.0648078
783,741.0783133
783.5,741.0917983
784,787.1052632
784.5,748.1187077
785,761.1321321
785.5,758.1455364
786,803.1589205
786.5,760.1722846
787,761.1856287
787.5,749.1989529
788,799.2122571
788.5,789.2255414
789,739.238806
789.5,740.2520507
790,775.2652757
790.5,786.278481
791,746.2916667
791.5,760.3048327
792,742.3179792
792.5,789.3311062
793,768.3442136
793.5,744.3573017
794,748.3703704
794.5,798.3834197
795,785.3964497
795.5,792.4094605
796,798.422452
796.5,735.4354244
797,739.4483776
797.5,776.4613117
798,744.4742268
798.5,738.4871229
799,739.5
799.5,750.5128582
800,763.5256975
800.5,741.538518
801,737.5513196
801.5,798.5641026
802,750.5768668
802.5,792.5896123
803,783.6023392
803.5,767.6150475
804,756.6277372
804.5,747.6404085
805,764.6530612
805.5,776.6656956
806,737.6783115
806.5,773.6909091
807,787.7034884
807.5,775.7160494
808,773.7285922
808.5,787.7411168
809,787.7536232
809.5,785.7661115
810,790.7785818
810.5,771.791034
811,779.8034682
811.5,785.8158845
812,790.8282828
812.5,759.8406633
813,764.8530259
813.5,746.8653708
814,743.8776978
814.5,759.8900072
815,795.9022989
815.5,758.9145729
816,772.9268293
816.5,776.9390681
817,792.9512894
817.5,753.9634932
818,737.9756795
818.5,804.9878485
819,772
819.5,763.0121342
820,782.0242511
820.5,779.0363507
821,795.048433
821.5,737.0604982
822,774.0725462
822.5,767.0845771
823,744.0965909
823.5,755.1085877
824,753.1205674
824.5,785.1325301
825,787.1444759
825.5,802.1564048
826,745.1683168
826.5,776.180212
827,771.1920904
827.5,789.203952
828,783.2157969
828.5,753.2276251
829,740.2394366
829.5,797.2512315
830,789.2630098
830.5,791.2747716
831,753.2865169
831.5,764.2982456
832,775.3099579
832.5,742.3216538
833,790.3333333
833.5,743.3449965
834,799.3566434
834.5,788.3682739
835,742.3798883
835.5,793.3914864
836,800.4030683
836.5,750.4146341
837,741.4261838
837.5,788.4377175
838,752.449235
838.5,772.4607366
839,797.4722222
839.5,743.4836919
840,739.4951456
840.5,771.5065835
841,753.5180055
841.5,793.5294118
842,787.5408022
842.5,778.5521769
843,745.5635359
843.5,758.5748792
844,783.5862069
844.5,786.597519
845,757.6088154
845.5,778.6200964
846,748.6313618
846.5,787.6426117
847,761.6538462
847.5,800.6650652
848,753.6762689
848.5,771.6874572
849,740.6986301
849.5,766.7097878
850,742.7209302
850.5,750.7320574
851,770.7431694
851.5,803.7542662
852,797.7653479
852.5,781.7764145
