tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0303:LP-DIR-T3	SML0303:LP-DIR-T	SML0303	193.79844133866476	-6.286494410769954	0	3	6.430e+02	9.40639144411926	This study	LT-T-Z:LP-DIR-T	g	10	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011287669732943112
SML0303:LP-DIR-T4	SML0303:LP-DIR-T	SML0303	193.31296103193637	-5.3163071317635735	0	4	7.130e+02	6.367778262471142	This study	LT-T-Z:LP-DIR-T	g	11	u	2.730e+02	Anita		pmagpy-3.22.1	7.64133391496537e-05
SML0303:LP-DIR-T5	SML0303:LP-DIR-T	SML0303	195.66378352404791	-5.573698987345597	0	5	7.830e+02	3.0887699817241168	This study	LT-T-Z:LP-DIR-T	g	12	u	2.730e+02	Anita		pmagpy-3.22.1	3.70652397806894e-05
SML0303:LP-DIR-T6	SML0303:LP-DIR-T	SML0303	208.68702982093325	18.515755021859725	0	6	8.530e+02	0.1133624717444005	This study	LT-T-Z:LP-DIR-T	g	13	u	2.730e+02	Anita		pmagpy-3.22.1	1.3603496609328061e-06
SML0304:LP-DIR-T0	SML0304:LP-DIR-T	SML0304	178.5652479751293	-41.91361363357024	0	0	2.930e+02	14.490814331844847	This study	LT-NO:LP-DIR-T	g	14	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017388977198213817
SML0304:LP-DIR-T1	SML0304:LP-DIR-T	SML0304	179.43774347087833	-41.73321953433749	0	1	4.730e+02	13.655555645963293	This study	LT-T-Z:LP-DIR-T	g	15	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001638666677515595
SML0304:LP-DIR-T2	SML0304:LP-DIR-T	SML0304	178.39232844460125	-42.3098554713373	0	2	5.730e+02	13.0136428412647	This study	LT-T-Z:LP-DIR-T	g	16	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001561637140951764
SML0304:LP-DIR-T3	SML0304:LP-DIR-T	SML0304	180.7530227454698	-41.611600613443514	0	3	6.430e+02	12.21242809600122	This study	LT-T-Z:LP-DIR-T	g	17	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014654913715201465
SML0304:LP-DIR-T4	SML0304:LP-DIR-T	SML0304	180.0760899679018	-41.10499680215842	0	4	7.130e+02	9.993292750640302	This study	LT-T-Z:LP-DIR-T	g	18	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011991951300768363
SML0304:LP-DIR-T5	SML0304:LP-DIR-T	SML0304	182.69716470508195	-40.549707027236536	0	5	7.830e+02	6.152828617798483	This study	LT-T-Z:LP-DIR-T	g	19	u	2.730e+02	Anita		pmagpy-3.22.1	7.38339434135818e-05
SML0304:LP-DIR-T6	SML0304:LP-DIR-T	SML0304	181.95806742923403	-45.34820527136565	0	6	8.530e+02	0.3331501163139524	This study	LT-T-Z:LP-DIR-T	g	20	u	2.730e+02	Anita		pmagpy-3.22.1	3.997801395767429e-06
SML0305:LP-DIR-T0	SML0305:LP-DIR-T	SML0305	194.21427224614496	-37.006365656849376	0	0	2.930e+02	11.72945011498834	This study	LT-NO:LP-DIR-T	g	21	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001407534013798601
SML0305:LP-DIR-T1	SML0305:LP-DIR-T	SML0305	198.28365892308557	-36.308466110342806	0	1	4.730e+02	10.403081274314836	This study	LT-T-Z:LP-DIR-T	g	22	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012483697529177802
SML0305:LP-DIR-T2	SML0305:LP-DIR-T	SML0305	198.08770592583625	-35.77662571622047	0	2	5.730e+02	9.647180935382108	This study	LT-T-Z:LP-DIR-T	g	23	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011576617122458531
SML0305:LP-DIR-T3	SML0305:LP-DIR-T	SML0305	198.01348162982643	-35.484909257841515	0	3	6.430e+02	8.975199162135624	This study	LT-T-Z:LP-DIR-T	g	24	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010770238994562748
SML0305:LP-DIR-T4	SML0305:LP-DIR-T	SML0305	198.3355346146831	-35.70788221421497	0	4	7.130e+02	6.733453794302	This study	LT-T-Z:LP-DIR-T	g	25	u	2.730e+02	Anita		pmagpy-3.22.1	8.0801445531624e-05
SML0305:LP-DIR-T5	SML0305:LP-DIR-T	SML0305	198.81188930251915	-35.27315472899353	0	5	7.830e+02	3.532619424732871	This study	LT-T-Z:LP-DIR-T	g	26	u	2.730e+02	Anita		pmagpy-3.22.1	4.239143309679445e-05
SML0305:LP-DIR-T6	SML0305:LP-DIR-T	SML0305	201.75099082679174	-61.64408598325482	0	6	8.530e+02	0.2221554860902607	This study	LT-T-Z:LP-DIR-T	g	27	u	2.730e+02	Anita		pmagpy-3.22.1	2.6658658330831285e-06
SML0306:LP-DIR-T0	SML0306:LP-DIR-T	SML0306	121.42956561483851	14.06680905424589	0	0	2.930e+02	9.133805340601473	This study	LT-NO:LP-DIR-T	g	28	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010960566408721768
SML0306:LP-DIR-T1	SML0306:LP-DIR-T	SML0306	120.47584806258081	12.788723489069746	0	1	4.730e+02	5.782525399857747	This study	LT-T-Z:LP-DIR-T	g	29	u	2.730e+02	Anita		pmagpy-3.22.1	6.939030479829297e-05
SML0306:LP-DIR-T2	SML0306:LP-DIR-T	SML0306	124.60672178236507	12.75064417738071	0	2	5.730e+02	4.621482446142147	This study	LT-T-Z:LP-DIR-T	g	30	u	2.730e+02	Anita		pmagpy-3.22.1	5.545778935370576e-05
SML0306:LP-DIR-T3	SML0306:LP-DIR-T	SML0306	124.39996432569636	14.299733924171536	0	3	6.430e+02	3.9272127520672977	This study	LT-T-Z:LP-DIR-T	g	31	u	2.730e+02	Anita		pmagpy-3.22.1	4.712655302480757e-05
SML0306:LP-DIR-T4	SML0306:LP-DIR-T	SML0306	116.73973289046658	12.67870425616792	0	4	7.130e+02	3.007058363251369	This study	LT-T-Z:LP-DIR-T	g	32	u	2.730e+02	Anita		pmagpy-3.22.1	3.608470035901643e-05
SML0306:LP-DIR-T5	SML0306:LP-DIR-T	SML0306	121.81103286873511	19.979307926257892	0	5	7.830e+02	1.1970238092870167	This study	LT-T-Z:LP-DIR-T	g	33	u	2.730e+02	Anita		pmagpy-3.22.1	1.43642857114442e-05
SML0306:LP-DIR-T6	SML0306:LP-DIR-T	SML0306	23.805943518457713	74.21974504536777	0	6	8.530e+02	0.2733002012439801	This study	LT-T-Z:LP-DIR-T	g	34	u	2.730e+02	Anita		pmagpy-3.22.1	3.279602414927761e-06
SML0307:LP-DIR-T0	SML0307:LP-DIR-T	SML0307	244.2849722040131	22.22906669835836	0	0	2.930e+02	16.282923570415726	This study	LT-NO:LP-DIR-T	g	35	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019539508284498872
SML0307:LP-DIR-T1	SML0307:LP-DIR-T	SML0307	244.93612453723128	23.615027663919758	0	1	4.730e+02	15.277489977087203	This study	LT-T-Z:LP-DIR-T	g	36	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018332987972504645
SML0307:LP-DIR-T2	SML0307:LP-DIR-T	SML0307	245.87367007452565	24.329474821312996	0	2	5.730e+02	14.418065057420153	This study	LT-T-Z:LP-DIR-T	g	37	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017301678068904183
SML0307:LP-DIR-T3	SML0307:LP-DIR-T	SML0307	243.94833812511786	25.23161475386153	0	3	6.430e+02	13.79379933158374	This study	LT-T-Z:LP-DIR-T	g	38	u	2.730e+02	Anita		pmagpy-3.22.1	0.00016552559197900488
SML0307:LP-DIR-T4	SML0307:LP-DIR-T	SML0307	244.45310213360108	26.076930413936587	0	4	7.130e+02	11.488302746707191	This study	LT-T-Z:LP-DIR-T	g	39	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001378596329604863
SML0307:LP-DIR-T5	SML0307:LP-DIR-T	SML0307	244.93917647146048	25.82071242337083	0	5	7.830e+02	7.002535255177228	This study	LT-T-Z:LP-DIR-T	g	40	u	2.730e+02	Anita		pmagpy-3.22.1	8.403042306212673e-05
SML0307:LP-DIR-T6	SML0307:LP-DIR-T	SML0307	242.3116461088466	41.24172145901635	0	6	8.530e+02	0.30338094864378023	This study	LT-T-Z:LP-DIR-T	g	41	u	2.730e+02	Anita		pmagpy-3.22.1	3.640571383725363e-06
SML0308:LP-DIR-T0	SML0308:LP-DIR-T	SML0308	237.86275101895822	13.974501312817548	0	0	2.930e+02	12.340052674117725	This study	LT-NO:LP-DIR-T	g	42	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014808063208941272
SML0308:LP-DIR-T1	SML0308:LP-DIR-T	SML0308	239.6943721779934	15.730695811416549	0	1	4.730e+02	11.323559511037155	This study	LT-T-Z:LP-DIR-T	g	43	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013588271413244587
SML0308:LP-DIR-T2	SML0308:LP-DIR-T	SML0308	239.25947264821048	15.501181076914778	0	2	5.730e+02	10.963179283401326	This study	LT-T-Z:LP-DIR-T	g	44	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013155815140081592
SML0308:LP-DIR-T3	SML0308:LP-DIR-T	SML0308	240.44578615069003	16.9307567832447	0	3	6.430e+02	10.129945705678782	This study	LT-T-Z:LP-DIR-T	g	45	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012155934846814539
SML0308:LP-DIR-T4	SML0308:LP-DIR-T	SML0308	238.32025237069513	17.690184004007648	0	4	7.130e+02	7.6348477391497465	This study	LT-T-Z:LP-DIR-T	g	46	u	2.730e+02	Anita		pmagpy-3.22.1	9.161817286979696e-05
SML0308:LP-DIR-T5	SML0308:LP-DIR-T	SML0308	240.1782890078892	17.829096529747883	0	5	7.830e+02	3.886618067163276	This study	LT-T-Z:LP-DIR-T	g	47	u	2.730e+02	Anita		pmagpy-3.22.1	4.663941680595931e-05
SML0308:LP-DIR-T6	SML0308:LP-DIR-T	SML0308	248.7907738657772	28.074825817755247	0	6	8.530e+02	0.24435629723827457	This study	LT-T-Z:LP-DIR-T	g	48	u	2.730e+02	Anita		pmagpy-3.22.1	2.932275566859295e-06
SML0309:LP-DIR-T0	SML0309:LP-DIR-T	SML0309	127.85287879898772	13.778973541911983	0	0	2.930e+02	9.362782706012139	This study	LT-NO:LP-DIR-T	g	49	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011235339247214567
SML0309:LP-DIR-T1	SML0309:LP-DIR-T	SML0309	127.14257032619805	13.384671442633294	0	1	4.730e+02	6.911815969772344	This study	LT-T-Z:LP-DIR-T	g	50	u	2.730e+02	Anita		pmagpy-3.22.1	8.294179163726813e-05
SML0309:LP-DIR-T2	SML0309:LP-DIR-T	SML0309	125.95419873840923	14.23106993055486	0	2	5.730e+02	5.938989813091112	This study	LT-T-Z:LP-DIR-T	g	51	u	2.730e+02	Anita		pmagpy-3.22.1	7.126787775709335e-05
SML0309:LP-DIR-T3	SML0309:LP-DIR-T	SML0309	125.1176096190247	13.02073265930435	0	3	6.430e+02	5.370530700033284	This study	LT-T-Z:LP-DIR-T	g	52	u	2.730e+02	Anita		pmagpy-3.22.1	6.444636840039942e-05
SML0309:LP-DIR-T4	SML0309:LP-DIR-T	SML0309	126.14799590061057	13.834258964318943	0	4	7.130e+02	3.596609514528926	This study	LT-T-Z:LP-DIR-T	g	53	u	2.730e+02	Anita		pmagpy-3.22.1	4.315931417434711e-05
SML0309:LP-DIR-T5	SML0309:LP-DIR-T	SML0309	127.85011723461793	16.34998437980479	0	5	7.830e+02	1.47422454192026	This study	LT-T-Z:LP-DIR-T	g	54	u	2.730e+02	Anita		pmagpy-3.22.1	1.769069450304312e-05
SML0309:LP-DIR-T6	SML0309:LP-DIR-T	SML0309	186.4303806654822	65.88356024209895	0	6	8.530e+02	0.120190598634003	This study	LT-T-Z:LP-DIR-T	g	55	u	2.730e+02	Anita		pmagpy-3.22.1	1.442287183608036e-06
SML0310:LP-DIR-T0	SML0310:LP-DIR-T	SML0310	121.35371422306187	19.280838258375468	0	0	2.930e+02	7.207780518301039	This study	LT-NO:LP-DIR-T	g	56	u	2.730e+02	Anita		pmagpy-3.22.1	8.649336621961247e-05
SML0310:LP-DIR-T1	SML0310:LP-DIR-T	SML0310	122.55851116586251	18.579730736221165	0	1	4.730e+02	6.3711458937933605	This study	LT-T-Z:LP-DIR-T	g	57	u	2.730e+02	Anita		pmagpy-3.22.1	7.645375072552033e-05
SML0310:LP-DIR-T2	SML0310:LP-DIR-T	SML0310	123.41178476246411	19.895844254956263	0	2	5.730e+02	5.465583225969576	This study	LT-T-Z:LP-DIR-T	g	58	u	2.730e+02	Anita		pmagpy-3.22.1	6.558699871163491e-05
SML0310:LP-DIR-T3	SML0310:LP-DIR-T	SML0310	120.53522466118781	19.344564223960557	0	3	6.430e+02	4.860401218006595	This study	LT-T-Z:LP-DIR-T	g	59	u	2.730e+02	Anita		pmagpy-3.22.1	5.832481461607915e-05
SML0310:LP-DIR-T4	SML0310:LP-DIR-T	SML0310	124.95208355573749	19.230798499136476	0	4	7.130e+02	3.7343540271377593	This study	LT-T-Z:LP-DIR-T	g	60	u	2.730e+02	Anita		pmagpy-3.22.1	4.4812248325653115e-05
SML0310:LP-DIR-T5	SML0310:LP-DIR-T	SML0310	124.64214163422395	17.47797265620479	0	5	7.830e+02	1.5049654481083612	This study	LT-T-Z:LP-DIR-T	g	61	u	2.730e+02	Anita		pmagpy-3.22.1	1.8059585377300335e-05
SML0310:LP-DIR-T6	SML0310:LP-DIR-T	SML0310	109.68419150161925	52.84839802749767	0	6	8.530e+02	0.08406098976338548	This study	LT-T-Z:LP-DIR-T	g	62	u	2.730e+02	Anita		pmagpy-3.22.1	1.008731877160626e-06
SML0311:LP-DIR-T0	SML0311:LP-DIR-T	SML0311	117.16664266951462	13.447080997484795	0	0	2.930e+02	16.641784760055035	This study	LT-NO:LP-DIR-T	g	63	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019970141712066043
SML0311:LP-DIR-T1	SML0311:LP-DIR-T	SML0311	119.04685094898738	12.337987896907318	0	1	4.730e+02	14.694999149370512	This study	LT-T-Z:LP-DIR-T	g	64	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017633998979244613
SML0311:LP-DIR-T2	SML0311:LP-DIR-T	SML0311	119.09591919107494	12.556011917176855	0	2	5.730e+02	13.79983333232688	This study	LT-T-Z:LP-DIR-T	g	65	u	2.730e+02	Anita		pmagpy-3.22.1	0.00016559799998792257
SML0311:LP-DIR-T3	SML0311:LP-DIR-T	SML0311	118.54138922098049	12.419129460981807	0	3	6.430e+02	12.880042701792568	This study	LT-T-Z:LP-DIR-T	g	66	u	2.730e+02	Anita		pmagpy-3.22.1	0.00015456051242151083
SML0311:LP-DIR-T4	SML0311:LP-DIR-T	SML0311	117.38742215707617	13.938525548855727	0	4	7.130e+02	9.63132389653676	This study	LT-T-Z:LP-DIR-T	g	67	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011557588675844112
SML0311:LP-DIR-T5	SML0311:LP-DIR-T	SML0311	117.2010559082129	14.162556003528652	0	5	7.830e+02	4.986231041578398	This study	LT-T-Z:LP-DIR-T	g	68	u	2.730e+02	Anita		pmagpy-3.22.1	5.9834772498940775e-05
SML0311:LP-DIR-T6	SML0311:LP-DIR-T	SML0311	122.97456514291366	36.41275084112163	0	6	8.530e+02	0.18766909708313725	This study	LT-T-Z:LP-DIR-T	g	69	u	2.730e+02	Anita		pmagpy-3.22.1	2.252029164997647e-06
SML0312:LP-DIR-T0	SML0312:LP-DIR-T	SML0312	129.34528794999963	9.85043030405345	0	0	2.930e+02	13.911883409517204	This study	LT-NO:LP-DIR-T	g	70	u	2.730e+02	Anita		pmagpy-3.22.1	0.00016694260091420644
SML0312:LP-DIR-T1	SML0312:LP-DIR-T	SML0312	127.70103429834205	8.623148316648843	0	1	4.730e+02	12.272000651890465	This study	LT-T-Z:LP-DIR-T	g	71	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001472640078226856
SML0312:LP-DIR-T2	SML0312:LP-DIR-T	SML0312	129.26053885662316	8.752541708844017	0	2	5.730e+02	11.303353484696478	This study	LT-T-Z:LP-DIR-T	g	72	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013564024181635773
SML0312:LP-DIR-T3	SML0312:LP-DIR-T	SML0312	128.29511015989726	9.375922526313909	0	3	6.430e+02	9.69852566115077	This study	LT-T-Z:LP-DIR-T	g	73	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011638230793380924
SML0312:LP-DIR-T4	SML0312:LP-DIR-T	SML0312	128.4576838120666	10.993414316542635	0	4	7.130e+02	6.764687723760795	This study	LT-T-Z:LP-DIR-T	g	74	u	2.730e+02	Anita		pmagpy-3.22.1	8.117625268512954e-05
SML0312:LP-DIR-T5	SML0312:LP-DIR-T	SML0312	130.11724043616695	11.214188946555524	0	5	7.830e+02	2.879513847856961	This study	LT-T-Z:LP-DIR-T	g	75	u	2.730e+02	Anita		pmagpy-3.22.1	3.455416617428353e-05
SML0312:LP-DIR-T6	SML0312:LP-DIR-T	SML0312	141.79932144195848	56.43095829966071	0	6	8.530e+02	0.1339381947018848	This study	LT-T-Z:LP-DIR-T	g	76	u	2.730e+02	Anita		pmagpy-3.22.1	1.6072583364226177e-06
SML0313:LP-DIR-T0	SML0313:LP-DIR-T	SML0313	124.99796312764357	14.516200108640346	0	0	2.930e+02	16.317331276896965	This study	LT-NO:LP-DIR-T	g	77	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001958079753227636
SML0313:LP-DIR-T1	SML0313:LP-DIR-T	SML0313	124.21434289870547	13.31564727721366	0	1	4.730e+02	14.328171551178468	This study	LT-T-Z:LP-DIR-T	g	78	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017193805861414162
SML0313:LP-DIR-T2	SML0313:LP-DIR-T	SML0313	125.27059143871325	13.223761072344262	0	2	5.730e+02	12.808485468625866	This study	LT-T-Z:LP-DIR-T	g	79	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001537018256235104
SML0313:LP-DIR-T3	SML0313:LP-DIR-T	SML0313	124.05384536484436	13.563200272865542	0	3	6.430e+02	11.683548262407273	This study	LT-T-Z:LP-DIR-T	g	80	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014020257914888726
SML0313:LP-DIR-T4	SML0313:LP-DIR-T	SML0313	123.15868765527769	13.627293195142007	0	4	7.130e+02	8.616112812631924	This study	LT-T-Z:LP-DIR-T	g	81	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010339335375158308
SML0313:LP-DIR-T5	SML0313:LP-DIR-T	SML0313	126.03911913719676	12.42261124417359	0	5	7.830e+02	3.672356191874639	This study	LT-T-Z:LP-DIR-T	g	82	u	2.730e+02	Anita		pmagpy-3.22.1	4.406827430249567e-05
SML0313:LP-DIR-T6	SML0313:LP-DIR-T	SML0313	121.94112148142555	67.989859152134	0	6	8.530e+02	0.12608972995450501	This study	LT-T-Z:LP-DIR-T	g	83	u	2.730e+02	Anita		pmagpy-3.22.1	1.5130767594540603e-06
SML0314:LP-DIR-T0	SML0314:LP-DIR-T	SML0314	124.57897518245053	14.970607127265458	0	0	2.930e+02	15.17477182695015	This study	LT-NO:LP-DIR-T	g	84	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018209726192340182
SML0314:LP-DIR-T1	SML0314:LP-DIR-T	SML0314	124.9194020124577	13.418653577558963	0	1	4.730e+02	12.625795024472717	This study	LT-T-Z:LP-DIR-T	g	85	u	2.730e+02	Anita		pmagpy-3.22.1	0.00015150954029367262
SML0314:LP-DIR-T2	SML0314:LP-DIR-T	SML0314	125.1473169825896	13.039567016915429	0	2	5.730e+02	10.858779857792495	This study	LT-T-Z:LP-DIR-T	g	86	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013030535829350995
SML0314:LP-DIR-T3	SML0314:LP-DIR-T	SML0314	124.24796099566996	13.23054405924436	0	3	6.430e+02	9.656143122385874	This study	LT-T-Z:LP-DIR-T	g	87	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001158737174686305
SML0314:LP-DIR-T4	SML0314:LP-DIR-T	SML0314	125.05159468139219	14.499049294464498	0	4	7.130e+02	6.51052225247714	This study	LT-T-Z:LP-DIR-T	g	88	u	2.730e+02	Anita		pmagpy-3.22.1	7.812626702972567e-05
SML0314:LP-DIR-T5	SML0314:LP-DIR-T	SML0314	122.25471052686716	16.25000919910974	0	5	7.830e+02	2.5372623041380646	This study	LT-T-Z:LP-DIR-T	g	89	u	2.730e+02	Anita		pmagpy-3.22.1	3.0447147649656778e-05
SML0314:LP-DIR-T6	SML0314:LP-DIR-T	SML0314	69.50614827513544	70.47117076470369	0	6	8.530e+02	0.1290222073908209	This study	LT-T-Z:LP-DIR-T	g	90	u	2.730e+02	Anita		pmagpy-3.22.1	1.5482664886898508e-06
SML0315:LP-DIR-T0	SML0315:LP-DIR-T	SML0315	128.3709382898812	19.83152822779314	0	0	2.930e+02	11.525233186361135	This study	LT-NO:LP-DIR-T	g	91	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013830279823633362
SML0315:LP-DIR-T1	SML0315:LP-DIR-T	SML0315	127.05544890861567	18.482558584153093	0	1	4.730e+02	9.116260198129494	This study	LT-T-Z:LP-DIR-T	g	92	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010939512237755392
SML0315:LP-DIR-T2	SML0315:LP-DIR-T	SML0315	127.66346035758517	18.330543859552407	0	2	5.730e+02	7.758382563395544	This study	LT-T-Z:LP-DIR-T	g	93	u	2.730e+02	Anita		pmagpy-3.22.1	9.310059076074653e-05
SML0315:LP-DIR-T3	SML0315:LP-DIR-T	SML0315	129.2361456372998	18.87335327307265	0	3	6.430e+02	6.399210888851844	This study	LT-T-Z:LP-DIR-T	g	94	u	2.730e+02	Anita		pmagpy-3.22.1	7.679053066622212e-05
SML0315:LP-DIR-T4	SML0315:LP-DIR-T	SML0315	128.39092115724281	19.191663414360903	0	4	7.130e+02	4.228403954212511	This study	LT-T-Z:LP-DIR-T	g	95	u	2.730e+02	Anita		pmagpy-3.22.1	5.0740847450550136e-05
SML0315:LP-DIR-T5	SML0315:LP-DIR-T	SML0315	129.5721398406985	20.703764225115737	0	5	7.830e+02	1.646224164565689	This study	LT-T-Z:LP-DIR-T	g	96	u	2.730e+02	Anita		pmagpy-3.22.1	1.975468997478827e-05
SML0315:LP-DIR-T6	SML0315:LP-DIR-T	SML0315	85.4828962864824	61.12646766396476	0	6	8.530e+02	0.09992146916453941	This study	LT-T-Z:LP-DIR-T	g	97	u	2.730e+02	Anita		pmagpy-3.22.1	1.1990576299744729e-06
SML0316:LP-DIR-T0	SML0316:LP-DIR-T	SML0316	117.85866339020617	22.125588517504237	0	0	2.930e+02	15.824212460656613	This study	LT-NO:LP-DIR-T	g	98	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018989054952787935
SML0316:LP-DIR-T1	SML0316:LP-DIR-T	SML0316	117.27112539122685	22.03150934884247	0	1	4.730e+02	13.702412196398122	This study	LT-T-Z:LP-DIR-T	g	99	u	2.730e+02	Anita		pmagpy-3.22.1	0.00016442894635677747
SML0316:LP-DIR-T2	SML0316:LP-DIR-T	SML0316	116.54173177278439	21.191027731247985	0	2	5.730e+02	11.784931056225997	This study	LT-T-Z:LP-DIR-T	g	100	u	2.730e+02	Anita		pmagpy-3.22.1	0.00014141917267471195
SML0316:LP-DIR-T3	SML0316:LP-DIR-T	SML0316	115.05037149906568	21.57749866086422	0	3	6.430e+02	10.006542859549446	This study	LT-T-Z:LP-DIR-T	g	101	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012007851431459335
SML0316:LP-DIR-T4	SML0316:LP-DIR-T	SML0316	115.86635679409451	21.42222160147588	0	4	7.130e+02	7.09126927989623	This study	LT-T-Z:LP-DIR-T	g	102	u	2.730e+02	Anita		pmagpy-3.22.1	8.509523135875477e-05
SML0316:LP-DIR-T5	SML0316:LP-DIR-T	SML0316	116.74522599044622	23.215904178477228	0	5	7.830e+02	3.094899029047636	This study	LT-T-Z:LP-DIR-T	g	103	u	2.730e+02	Anita		pmagpy-3.22.1	3.7138788348571633e-05
SML0316:LP-DIR-T6	SML0316:LP-DIR-T	SML0316	120.96375653207352	-59.05378330877149	0	6	8.530e+02	0.04535647693549401	This study	LT-T-Z:LP-DIR-T	g	104	u	2.730e+02	Anita		pmagpy-3.22.1	5.442777232259281e-07
