tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	analysts	description	software_packages	magn_moment
SML0509:LP-DIR-T0	SML0509:LP-DIR-T	SML0509	252.88116766444836	46.48363032302134	0	0	2.930e+02	7.598137929782533	This study	LT-NO:LP-DIR-T	g	56	u	2.730e+02	Anita		pmagpy-3.22.1	9.11776551573904e-05
SML0509:LP-DIR-T1	SML0509:LP-DIR-T	SML0509	257.80633316960314	49.22283843395245	0	1	3.730e+02	6.814081009204396	This study	LT-T-Z:LP-DIR-T	g	57	u	2.730e+02	Anita		pmagpy-3.22.1	8.176897211045276e-05
SML0509:LP-DIR-T2	SML0509:LP-DIR-T	SML0509	257.1880194094451	51.84432029733952	0	2	4.730e+02	5.328517617499261	This study	LT-T-Z:LP-DIR-T	g	58	u	2.730e+02	Anita		pmagpy-3.22.1	6.394221140999114e-05
SML0509:LP-DIR-T3	SML0509:LP-DIR-T	SML0509	255.111686653876	52.039426114529114	0	3	5.730e+02	5.567997844827169	This study	LT-T-Z:LP-DIR-T	g	59	u	2.730e+02	Anita		pmagpy-3.22.1	6.681597413792603e-05
SML0509:LP-DIR-T4	SML0509:LP-DIR-T	SML0509	254.29900874500973	50.96382422004595	0	4	6.730e+02	3.579022212839702	This study	LT-T-Z:LP-DIR-T	g	60	u	2.730e+02	Anita		pmagpy-3.22.1	4.294826655407643e-05
SML0509:LP-DIR-T5	SML0509:LP-DIR-T	SML0509	251.16624708734116	53.619325788485156	0	5	7.730e+02	1.6085080043319646	This study	LT-T-Z:LP-DIR-T	g	61	u	2.730e+02	Anita		pmagpy-3.22.1	1.9302096051983576e-05
SML0509:LP-DIR-T6	SML0509:LP-DIR-T	SML0509	233.7461622625552	-0.5040263018266862	0	6	8.730e+02	0.10230987244640666	This study	LT-T-Z:LP-DIR-T	g	62	u	2.730e+02	Anita		pmagpy-3.22.1	1.2277184693568799e-06
SML0510:LP-DIR-T0	SML0510:LP-DIR-T	SML0510	228.2687514594208	-0.4878359885010171	0	0	2.930e+02	19.966547022457338	This study	LT-NO:LP-DIR-T	g	63	u	2.730e+02	Anita		pmagpy-3.22.1	0.00023959856426948806
SML0510:LP-DIR-T1	SML0510:LP-DIR-T	SML0510	228.4340559325523	-0.06029291384863734	0	1	3.730e+02	19.00581226888238	This study	LT-T-Z:LP-DIR-T	g	64	u	2.730e+02	Anita		pmagpy-3.22.1	0.00022806974722658856
SML0510:LP-DIR-T2	SML0510:LP-DIR-T	SML0510	229.2371885123245	-0.33428614838181925	0	2	4.730e+02	18.853821893716933	This study	LT-T-Z:LP-DIR-T	g	65	u	2.730e+02	Anita		pmagpy-3.22.1	0.0002262458627246032
SML0510:LP-DIR-T3	SML0510:LP-DIR-T	SML0510	229.9630610076637	-0.5296334423103021	0	3	5.730e+02	18.390872736224345	This study	LT-T-Z:LP-DIR-T	g	66	u	2.730e+02	Anita		pmagpy-3.22.1	0.00022069047283469214
SML0510:LP-DIR-T4	SML0510:LP-DIR-T	SML0510	229.28980881943795	0.5205657441524806	0	4	6.730e+02	15.409234244439274	This study	LT-T-Z:LP-DIR-T	g	67	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001849108109332713
SML0510:LP-DIR-T5	SML0510:LP-DIR-T	SML0510	228.70928439150654	0.7207447876994855	0	5	7.730e+02	8.744706970505073	This study	LT-T-Z:LP-DIR-T	g	68	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010493648364606088
SML0510:LP-DIR-T6	SML0510:LP-DIR-T	SML0510	231.73970109011196	-0.2780507776650792	0	6	8.730e+02	0.10303154856644639	This study	LT-T-Z:LP-DIR-T	g	69	u	2.730e+02	Anita		pmagpy-3.22.1	1.2363785827973567e-06
SML0511:LP-DIR-T0	SML0511:LP-DIR-T	SML0511	237.078756146047	15.620816811462062	0	0	2.930e+02	16.52617923175227	This study	LT-NO:LP-DIR-T	g	70	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019831415078102723
SML0511:LP-DIR-T1	SML0511:LP-DIR-T	SML0511	236.9919928671929	15.745937219986413	0	1	3.730e+02	15.734846678630205	This study	LT-T-Z:LP-DIR-T	g	71	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018881816014356247
SML0511:LP-DIR-T2	SML0511:LP-DIR-T	SML0511	238.01435353915963	15.025598612034841	0	2	4.730e+02	15.930533575495831	This study	LT-T-Z:LP-DIR-T	g	72	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019116640290594997
SML0511:LP-DIR-T3	SML0511:LP-DIR-T	SML0511	238.89467282183267	15.382390530561558	0	3	5.730e+02	15.11725504183878	This study	LT-T-Z:LP-DIR-T	g	73	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018140706050206537
SML0511:LP-DIR-T4	SML0511:LP-DIR-T	SML0511	239.49323674980508	16.509092748499896	0	4	6.730e+02	13.231632552334576	This study	LT-T-Z:LP-DIR-T	g	74	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001587795906280149
SML0511:LP-DIR-T5	SML0511:LP-DIR-T	SML0511	228.9472113157901	14.578844646790484	0	5	7.730e+02	7.111300865523832	This study	LT-T-Z:LP-DIR-T	g	75	u	2.730e+02	Anita		pmagpy-3.22.1	8.533561038628598e-05
SML0511:LP-DIR-T6	SML0511:LP-DIR-T	SML0511	238.09773619375989	22.066354671284536	0	6	8.730e+02	0.10168225017179744	This study	LT-T-Z:LP-DIR-T	g	76	u	2.730e+02	Anita		pmagpy-3.22.1	1.2201870020615694e-06
SML0512:LP-DIR-T0	SML0512:LP-DIR-T	SML0512	228.80069031557966	13.442207350808804	0	0	2.930e+02	16.561672620843584	This study	LT-NO:LP-DIR-T	g	77	u	2.730e+02	Anita		pmagpy-3.22.1	0.000198740071450123
SML0512:LP-DIR-T1	SML0512:LP-DIR-T	SML0512	230.48379907117538	13.805438731757404	0	1	3.730e+02	15.924525110658715	This study	LT-T-Z:LP-DIR-T	g	78	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019109430132790457
SML0512:LP-DIR-T2	SML0512:LP-DIR-T	SML0512	229.98957554214522	13.460640844225294	0	2	4.730e+02	15.465422722964929	This study	LT-T-Z:LP-DIR-T	g	79	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018558507267557914
SML0512:LP-DIR-T3	SML0512:LP-DIR-T	SML0512	231.43473915103672	13.048062703563069	0	3	5.730e+02	14.57246032761798	This study	LT-T-Z:LP-DIR-T	g	80	u	2.730e+02	Anita		pmagpy-3.22.1	0.00017486952393141577
SML0512:LP-DIR-T4	SML0512:LP-DIR-T	SML0512	230.8466558391588	14.890138833219876	0	4	6.730e+02	12.569733489617033	This study	LT-T-Z:LP-DIR-T	g	81	u	2.730e+02	Anita		pmagpy-3.22.1	0.0001508368018754044
SML0512:LP-DIR-T5	SML0512:LP-DIR-T	SML0512	239.023038633057	16.115438141802965	0	5	7.730e+02	7.745695578836028	This study	LT-T-Z:LP-DIR-T	g	82	u	2.730e+02	Anita		pmagpy-3.22.1	9.294834694603235e-05
SML0512:LP-DIR-T6	SML0512:LP-DIR-T	SML0512	225.71697460443315	-2.3031422170660485	0	6	8.730e+02	0.06220980630093619	This study	LT-T-Z:LP-DIR-T	g	83	u	2.730e+02	Anita		pmagpy-3.22.1	7.465176756112344e-07
SML0513:LP-DIR-T0	SML0513:LP-DIR-T	SML0513	275.96181010366064	71.79390951167835	0	0	2.930e+02	10.169075670875893	This study	LT-NO:LP-DIR-T	g	84	u	2.730e+02	Anita		pmagpy-3.22.1	0.00012202890805051072
SML0513:LP-DIR-T1	SML0513:LP-DIR-T	SML0513	277.55634405643946	72.05948174741842	0	1	3.730e+02	9.6281514321286	This study	LT-T-Z:LP-DIR-T	g	85	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011553781718554321
SML0513:LP-DIR-T2	SML0513:LP-DIR-T	SML0513	273.61388075200364	70.51298647900074	0	2	4.730e+02	8.56036214187227	This study	LT-T-Z:LP-DIR-T	g	86	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010272434570246724
SML0513:LP-DIR-T3	SML0513:LP-DIR-T	SML0513	278.33053654732726	69.7726118297398	0	3	5.730e+02	8.18477244643979	This study	LT-T-Z:LP-DIR-T	g	87	u	2.730e+02	Anita		pmagpy-3.22.1	9.821726935727749e-05
SML0513:LP-DIR-T4	SML0513:LP-DIR-T	SML0513	282.2913487628666	72.26990169329692	0	4	6.730e+02	6.015737693749621	This study	LT-T-Z:LP-DIR-T	g	88	u	2.730e+02	Anita		pmagpy-3.22.1	7.218885232499545e-05
SML0513:LP-DIR-T5	SML0513:LP-DIR-T	SML0513	282.90740867126584	69.68253455324772	0	5	7.730e+02	2.8364766877236978	This study	LT-T-Z:LP-DIR-T	g	89	u	2.730e+02	Anita		pmagpy-3.22.1	3.403772025268437e-05
SML0513:LP-DIR-T6	SML0513:LP-DIR-T	SML0513	331.55364705221774	22.983477471243052	0	6	8.730e+02	0.06658716092461067	This study	LT-T-Z:LP-DIR-T	g	90	u	2.730e+02	Anita		pmagpy-3.22.1	7.990459310953281e-07
SML0514:LP-DIR-T0	SML0514:LP-DIR-T	SML0514	324.80842100482704	64.17929837381357	0	0	2.930e+02	9.72047838328958	This study	LT-NO:LP-DIR-T	g	91	u	2.730e+02	Anita		pmagpy-3.22.1	0.00011664574059947495
SML0514:LP-DIR-T1	SML0514:LP-DIR-T	SML0514	329.7735083631063	62.88809937033179	0	1	3.730e+02	9.066211998403745	This study	LT-T-Z:LP-DIR-T	g	92	u	2.730e+02	Anita		pmagpy-3.22.1	0.00010879454398084494
SML0514:LP-DIR-T2	SML0514:LP-DIR-T	SML0514	331.62547740762096	62.84808910009801	0	2	4.730e+02	8.069231685854607	This study	LT-T-Z:LP-DIR-T	g	93	u	2.730e+02	Anita		pmagpy-3.22.1	9.683078023025529e-05
SML0514:LP-DIR-T3	SML0514:LP-DIR-T	SML0514	325.4914770123316	63.254665666631816	0	3	5.730e+02	7.334698357805861	This study	LT-T-Z:LP-DIR-T	g	94	u	2.730e+02	Anita		pmagpy-3.22.1	8.801638029367034e-05
SML0514:LP-DIR-T4	SML0514:LP-DIR-T	SML0514	331.1245566037719	60.31934055018511	0	4	6.730e+02	6.273029571108365	This study	LT-T-Z:LP-DIR-T	g	95	u	2.730e+02	Anita		pmagpy-3.22.1	7.527635485330038e-05
SML0514:LP-DIR-T5	SML0514:LP-DIR-T	SML0514	324.940573033113	61.82418238205608	0	5	7.730e+02	2.9495084336207618	This study	LT-T-Z:LP-DIR-T	g	96	u	2.730e+02	Anita		pmagpy-3.22.1	3.5394101203449145e-05
SML0514:LP-DIR-T6	SML0514:LP-DIR-T	SML0514	336.27373666392737	56.090999934806156	0	6	8.730e+02	0.09711724872544528	This study	LT-T-Z:LP-DIR-T	g	97	u	2.730e+02	Anita		pmagpy-3.22.1	1.1654069847053434e-06
SML0515:LP-DIR-T0	SML0515:LP-DIR-T	SML0515	109.17420817832986	22.46225099564064	0	0	2.930e+02	15.913120372824434	This study	LT-NO:LP-DIR-T	g	98	u	2.730e+02	Anita		pmagpy-3.22.1	0.00019095744447389322
SML0515:LP-DIR-T1	SML0515:LP-DIR-T	SML0515	109.89767019452314	25.774847627724427	0	1	3.730e+02	15.270130975207776	This study	LT-T-Z:LP-DIR-T	g	99	u	2.730e+02	Anita		pmagpy-3.22.1	0.00018324157170249332
SML0515:LP-DIR-T2	SML0515:LP-DIR-T	SML0515	110.66953416470865	25.58022228548535	0	2	4.730e+02	13.757183578043872	This study	LT-T-Z:LP-DIR-T	g	100	u	2.730e+02	Anita		pmagpy-3.22.1	0.00016508620293652647
SML0515:LP-DIR-T3	SML0515:LP-DIR-T	SML0515	112.30489243682051	25.819317464631013	0	3	5.730e+02	11.503103928940222	This study	LT-T-Z:LP-DIR-T	g	101	u	2.730e+02	Anita		pmagpy-3.22.1	0.00013803724714728265
